step,sat0_reward,sat1_reward,sat2_reward,sat3_reward,sat4_reward,sat5_reward,sat6_reward,sat7_reward,sat8_reward,sat9_reward
226,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
227,-0.1000,-0.1000,-0.0587,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
228,-0.1000,-0.1000,-0.0074,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
229,-0.1000,-0.1000,0.0432,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
230,-0.1000,-0.1000,0.0930,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
231,-0.1000,-0.1000,0.1419,-0.1000,0.1292,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
232,-0.1000,-0.1000,-0.1000,-0.1000,0.1378,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
233,-0.1000,-0.1000,-0.1000,-0.1000,0.1459,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
234,-0.1000,-0.1000,-0.1000,-0.1000,0.1534,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
235,-0.1000,-0.1000,-0.1000,-0.1000,0.1604,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
236,-0.1000,-0.1000,-0.1000,-0.1000,0.1668,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
237,-0.1000,-0.1000,-0.1000,-0.1000,0.1726,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
238,-0.1000,-0.1000,-0.1000,-0.1000,0.1778,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
239,-0.1000,-0.1000,-0.1000,-0.1000,0.1824,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
240,-0.1000,-0.1000,-0.1000,-0.1000,0.1864,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
241,-0.1000,-0.1000,-0.1000,-0.1000,0.1898,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
242,-0.1000,-0.1000,-0.1000,-0.1000,0.1926,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
243,-0.1000,-0.1000,-0.1000,-0.1000,0.1947,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
244,-0.1000,-0.1000,-0.1000,-0.1000,0.1962,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
245,-0.1000,-0.1000,-0.1000,-0.1000,0.1971,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
246,-0.1000,-0.1000,-0.1000,-0.1000,0.1973,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
247,-0.1000,-0.1000,-0.1000,-0.1000,0.1969,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
248,-0.1000,-0.1000,-0.1000,-0.1000,0.1958,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
249,-0.1000,-0.1000,-0.1000,-0.1000,0.1941,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
250,-0.1000,-0.1000,-0.1000,-0.1000,0.1917,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
251,-0.1000,-0.1000,-0.1000,-0.1000,0.1886,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
252,-0.1000,-0.1000,-0.1000,-0.1000,0.1849,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
253,-0.1000,-0.1000,-0.1000,-0.1000,0.1806,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
254,-0.1000,-0.1000,-0.1000,-0.1000,0.1756,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
255,-0.1000,-0.1000,-0.1000,-0.1000,0.1699,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
256,-0.1000,-0.1000,-0.1000,-0.1000,0.1636,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
257,-0.1000,-0.1000,-0.1000,-0.1000,0.1566,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
258,-0.1000,-0.1000,-0.1000,-0.1000,0.1490,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
259,-0.1000,-0.1000,-0.1000,-0.1000,0.1407,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
260,-0.1000,-0.1000,-0.1000,-0.1000,0.1318,-0.1000,-0.0802,-0.1000,-0.1000,-0.1000
261,-0.1000,-0.1000,-0.0835,-0.1000,0.1226,-0.1000,-0.0539,-0.1000,-0.1000,-0.1000
262,-0.1000,-0.1000,-0.0424,-0.1000,0.1131,-0.1000,-0.0281,-0.1000,-0.1000,-0.1000
263,-0.0964,-0.1000,-0.0021,-0.1000,0.1033,-0.1000,-0.0029,-0.1000,-0.1000,-0.1000
264,-0.0611,-0.1000,0.0376,-0.1000,0.0932,-0.1000,0.0218,-0.1000,-0.1000,-0.1000
265,-0.0256,-0.1000,0.0765,0.1089,0.0829,-0.1000,0.0459,-0.1000,-0.1000,-0.1000
266,0.0099,-0.1000,0.1147,0.0806,0.0722,-0.1000,0.0695,-0.1000,-0.1000,-0.1000
267,0.0456,-0.1000,0.1522,0.0522,-0.1000,-0.1000,0.0924,-0.1000,-0.1000,-0.1000
268,0.0813,-0.1000,0.1796,0.0234,-0.1000,-0.1000,0.1148,-0.1000,-0.1000,-0.1000
269,0.1171,-0.1000,0.1978,-0.0056,-0.1000,-0.1000,0.1365,-0.1000,-0.1000,-0.1000
270,0.1530,-0.1000,0.2152,-0.0347,-0.1000,-0.1000,0.1575,-0.1000,-0.1000,-0.1000
271,0.1889,-0.1000,0.2317,-0.0641,-0.1000,-0.1000,0.1780,-0.1000,-0.1000,-0.1000
272,0.2250,-0.1000,0.2474,-0.0937,-0.1000,-0.1000,0.1978,-0.1000,-0.1000,-0.1000
273,0.2611,-0.1000,0.2622,-0.1000,-0.1000,-0.1000,0.2169,-0.1000,-0.1000,-0.1000
274,0.2974,-0.1000,0.2761,-0.1000,-0.1000,-0.1000,0.2353,-0.1000,-0.1000,-0.1000
275,0.3841,-0.1000,0.2891,-0.1000,-0.1000,-0.1000,0.2531,-0.1000,-0.1000,-0.1000
276,0.4751,-0.1000,0.4029,-0.1000,-0.1000,-0.1000,0.2701,-0.1000,-0.1000,-0.1000
277,0.5663,-0.1000,0.4307,-0.1000,-0.1000,-0.1000,0.2865,-0.1000,-0.1000,-0.1000
278,0.6577,-0.1000,0.4562,-0.1000,-0.1000,-0.1000,0.3053,-0.1000,-0.1000,-0.1000
279,0.9000,-0.1000,0.4792,-0.1000,-0.1000,-0.1000,0.3425,-0.1000,-0.1000,-0.1000
280,0.9000,-0.1000,0.4999,-0.1000,-0.1000,-0.1000,0.3780,-0.1000,-0.1000,-0.1000
281,0.6668,-0.1000,0.5181,-0.1000,-0.1000,-0.1000,0.4116,-0.1000,-0.1000,-0.1000
282,0.5745,-0.1000,0.5346,-0.1000,-0.1000,-0.1000,0.4434,-0.1000,-0.1000,-0.1000
283,0.4820,-0.1000,0.5494,-0.1000,-0.2000,-0.1000,0.4733,-0.1000,-0.1000,-0.1000
284,0.3893,-0.1000,0.5625,-0.1000,-0.1000,-0.1000,0.5013,-0.1000,-0.1000,-0.1000
285,0.2985,-0.1000,0.5739,-0.1000,-0.1000,-0.1000,0.5274,-0.1000,-0.1000,-0.1000
286,0.2613,-0.1000,0.5834,-0.1000,-0.1000,-0.1000,0.5515,-0.1000,-0.1000,-0.1000
287,0.2239,-0.1000,0.5912,-0.1000,-0.1000,-0.1000,0.5738,-0.1000,-0.1000,-0.1000
288,0.1864,-0.1000,0.5972,-0.1000,-0.1000,-0.1000,0.5941,-0.1000,-0.1000,-0.1000
289,0.1489,-0.1000,0.6014,-0.1000,-0.1000,-0.1000,0.6125,-0.1000,-0.1000,-0.1000
290,0.1112,-0.1000,0.6038,-0.1000,-0.1000,-0.1000,0.6290,-0.1000,-0.1000,-0.1000
291,0.0734,-0.1000,0.6043,-0.1000,-0.1000,-0.1000,0.6435,-0.1000,-0.1000,-0.1000
292,0.0355,-0.1000,0.6029,-0.1000,-0.1000,-0.1000,0.6560,-0.1000,-0.1000,-0.1000
293,-0.0024,-0.1000,0.5997,-0.1000,-0.1000,-0.1000,0.6666,-0.1000,-0.1000,-0.1000
294,-0.0405,-0.1000,0.5946,-0.1000,-0.1000,-0.1000,0.6752,-0.1000,-0.1000,-0.1000
295,-0.0787,-0.1000,0.4877,-0.1000,-0.1000,-0.1000,0.7819,-0.1000,-0.1000,-0.1000
296,-0.1000,-0.1000,0.5788,-0.1000,-0.1000,-0.1000,0.6865,-0.1000,-0.1000,-0.1000
297,-0.1000,-0.1000,0.4681,-0.1000,-0.1000,-0.1000,0.6893,-0.1000,-0.1000,-0.1000
298,-0.1000,-0.1000,0.4555,-0.1000,-0.1000,-0.1000,0.7900,-0.1000,-0.1000,-0.1000
299,-0.1000,-0.1000,0.5411,-0.1000,-0.1000,-0.1000,0.6889,-0.1000,-0.1000,-0.1000
300,-0.1000,-0.1000,0.5247,-0.1000,-0.1000,-0.1000,0.6857,-0.1000,-0.1000,-0.1000
301,-0.1000,-0.1000,0.5065,-0.1000,-0.1000,-0.1000,0.6807,-0.1000,-0.1000,-0.1000
302,-0.1000,-0.1000,0.4865,-0.1000,-0.1000,-0.1000,0.6737,-0.1000,-0.1000,-0.1000
303,-0.1000,-0.1000,0.4654,-0.1000,-0.1000,-0.1000,0.6647,-0.1000,-0.1000,-0.1000
304,-0.1000,-0.1000,0.4432,-0.1000,-0.1000,-0.1000,0.6539,-0.1000,-0.1000,-0.1000
305,-0.1000,-0.1000,0.4201,-0.1000,-0.1000,-0.1000,0.6411,-0.1000,-0.1000,-0.1000
306,-0.1000,-0.1000,0.2984,-0.1000,-0.1000,-0.1000,0.6265,-0.1000,-0.1000,-0.1000
307,-0.1000,-0.1000,0.2883,-0.1000,-0.1000,-0.1000,0.6099,-0.1000,-0.1000,-0.1000
308,-0.1000,-0.1000,0.2778,-0.1000,-0.1000,-0.1000,0.5915,-0.1000,-0.1000,-0.1000
309,-0.1000,-0.1000,0.2670,-0.1000,-0.1000,-0.1000,0.5713,-0.1000,-0.1000,-0.1000
310,-0.1000,-0.1000,0.2558,-0.1000,-0.1000,-0.1000,0.5492,-0.1000,-0.1000,-0.1000
311,-0.1000,-0.1000,0.2442,-0.1000,-0.1000,-0.1000,0.5253,-0.1000,-0.1000,-0.1000
312,-0.1000,-0.1000,0.2322,-0.1000,-0.1000,-0.1000,0.4996,-0.1000,-0.1000,-0.1000
313,-0.1000,-0.1000,0.2199,-0.1000,-0.1000,-0.1000,0.5391,-0.1000,-0.1000,-0.1000
314,-0.1000,-0.1000,0.2073,-0.1000,-0.1000,-0.1000,0.4684,-0.1000,-0.1000,-0.1000
315,-0.1000,-0.1000,0.1943,-0.1000,-0.1000,-0.1000,0.2984,-0.1000,-0.1000,-0.1000
316,-0.1000,-0.1000,0.1810,-0.1000,-0.1000,-0.1000,0.2688,-0.1000,-0.1000,-0.1000
317,-0.1000,-0.1000,0.1673,-0.1000,-0.1000,-0.1000,0.2385,-0.1000,-0.1000,-0.1000
318,-0.1000,-0.1000,0.1534,-0.1000,-0.1000,-0.1000,0.2076,-0.1000,-0.1000,-0.1000
319,-0.1000,-0.1000,0.1392,-0.1000,-0.1000,-0.1000,0.1761,-0.1000,-0.1000,-0.1000
320,-0.1000,-0.1000,0.1247,-0.1000,-0.1000,-0.1000,0.1439,-0.1000,-0.1000,-0.1000
321,-0.1000,-0.1000,0.1100,-0.1000,-0.1000,-0.1000,0.1112,-0.1000,-0.1000,-0.1000
322,-0.1000,-0.1000,0.0922,-0.1000,-0.1000,-0.1000,0.0779,-0.1000,-0.1000,-0.1000
323,-0.1000,-0.1000,0.0235,-0.1000,-0.1000,-0.1000,0.0440,-0.1000,-0.1000,-0.1000
324,-0.1000,-0.1000,-0.0451,-0.1000,-0.1000,-0.1000,0.0096,-0.1000,-0.1000,-0.1000
325,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.0253,-0.1000,-0.1000,-0.1000
326,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.0607,-0.1000,-0.1000,-0.1000
327,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.0963,-0.1000,-0.1000,-0.1000
328,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
329,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
330,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
331,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
332,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
333,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
334,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
335,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
336,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
337,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
338,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
339,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
340,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
341,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
342,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
343,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
344,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
345,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
346,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
347,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
348,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
349,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
350,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
351,-0.1000,-0.2000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
352,-0.1000,-0.0602,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
353,-0.1000,-0.0031,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
354,-0.1000,0.0535,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
355,-0.1000,0.1094,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
356,-0.1000,0.1648,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
357,-0.1000,0.2195,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
358,-0.1000,0.2736,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
359,-0.1000,0.3325,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
360,-0.1000,0.3754,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
