step,sat0_reward,sat1_reward,sat2_reward,sat3_reward,sat4_reward,sat5_reward,sat6_reward,sat7_reward,sat8_reward,sat9_reward
247,-0.1000,-0.1000,-0.1000,0.0427,-0.1000,-0.0519,-0.1000,-0.1000,-0.1000,0.0000
248,-0.1000,-0.1000,-0.1000,-0.0072,-0.1000,-0.1000,-0.1000,-0.1000,-0.0527,0.0000
249,-0.1000,-0.1000,-0.0876,-0.0574,-0.1000,-0.1000,-0.1000,-0.1000,-0.0270,0.0000
250,-0.1000,-0.1000,-0.0661,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.0011,0.0000
251,-0.1000,-0.1000,-0.0451,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.0250,0.0000
252,-0.1000,-0.1000,-0.0247,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.0514,0.0000
253,-0.1000,-0.1000,-0.0048,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.0780,0.0000
254,-0.1000,-0.1000,0.0146,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.1049,0.0000
255,-0.1000,-0.1000,0.0334,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.1319,0.0000
256,-0.1000,-0.1000,0.0516,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.1595,0.0000
257,-0.1000,-0.1000,0.0693,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.1876,0.0000
258,-0.1000,-0.1000,0.0863,-0.1000,0.0812,-0.1000,-0.1000,-0.1000,0.2162,0.0000
259,-0.1000,-0.1000,-0.1000,-0.1000,0.0715,-0.1000,-0.1000,-0.1000,0.2453,0.0000
260,-0.1000,-0.1000,-0.1000,-0.1000,0.0614,-0.1000,-0.1000,-0.1000,0.2748,0.0000
261,-0.1000,-0.1000,-0.1000,-0.1000,0.0511,-0.1000,-0.1000,-0.1000,0.4121,0.0000
262,-0.1000,-0.1000,-0.1000,-0.1000,0.0406,-0.1000,-0.1000,-0.1000,0.4884,0.0000
263,-0.1000,-0.1000,-0.1000,-0.1000,0.0297,-0.1000,-0.1000,-0.1000,0.5657,0.0000
264,-0.1000,-0.1000,-0.1000,-0.1000,0.0186,-0.1000,-0.1000,-0.1000,0.6441,0.0000
265,-0.1000,-0.1000,-0.1000,-0.1000,0.0073,-0.1000,-0.1000,-0.1000,0.7237,0.0000
266,-0.1000,-0.1000,-0.1000,-0.1000,-0.0204,-0.1000,-0.1000,-0.1000,1.0000,0.0000
267,-0.1000,-0.1000,-0.1000,-0.1000,-0.0862,-0.1000,-0.1000,-0.1000,1.0000,0.0000
268,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,1.0000,-0.1000
269,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.7481,-10.0000
270,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.6636,-10.0000
271,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.5781,-0.1000
272,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.4918,-0.1000
273,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.4045,0.0000
274,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.2666,0.0000
275,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.2310,-10.0000
276,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.1951,-0.1000
277,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.1589,-0.1000
278,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.1224,-0.1000
279,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.0855,-0.1000
280,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.0484,-0.1000
281,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.0110,-0.1000
282,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.0267,-0.1000
283,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.0646,-0.1000
284,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
285,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
286,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
287,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
288,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
289,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
290,-0.1000,-0.0986,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
291,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
292,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
293,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
294,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
295,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
296,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
297,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.0782,-0.1000,-0.1000,-0.1000,-0.1000
298,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.0494,-0.1000,-0.1000,-0.1000,-0.1000
299,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.0211,-0.1000,-0.1000,-0.1000,-0.1000
300,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.0069,-0.1000,-0.1000,-0.1000,-0.1000
301,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.0344,-0.1000,-0.1000,-0.1000,-0.1000
302,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.0614,-0.1000,-0.1000,-0.1000,-0.1000
303,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.0877,-0.1000,-0.1000,-0.1000,-0.1000
304,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.1134,-0.1000,-0.1000,-0.1000,-0.1000
305,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.1383,-0.1000,-0.1000,-0.1000,-0.1000
306,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.1624,-0.1000,-0.1000,-0.1000,-0.1000
307,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.1857,-0.1000,-0.1000,-0.1000,-0.1000
308,-0.0574,-0.1000,-0.1000,-0.1000,-0.1000,0.2080,-0.1000,-0.1000,-0.1000,-0.1000
309,-0.0117,-0.1000,-0.1000,-0.1000,-0.1000,0.2295,-0.1000,-0.1000,-0.1000,-0.1000
310,0.0336,-0.1000,-0.1000,-0.1000,-0.1000,0.2504,-0.1000,-0.1000,-0.1000,-0.1000
311,-0.1000,0.0492,-0.1000,-0.1000,-0.1000,0.2705,-0.1000,-0.1000,-0.1000,-0.1000
312,-0.1000,0.0506,-0.1000,-0.1000,-0.1000,0.2896,-0.1000,-0.1000,-0.1000,-0.1000
313,-0.1000,0.0514,-0.1000,-0.1000,-0.1000,0.4201,-0.1000,-0.1000,-0.1000,-0.1000
314,-0.1000,0.0516,-0.1000,-0.1000,-0.1000,0.4640,-0.1000,-0.1000,-0.1000,-0.1000
315,-0.1000,0.0512,-0.1000,-0.1000,-0.1000,0.5063,-0.1000,-0.1000,-0.1000,-0.1000
316,-0.1000,0.0506,-0.1000,-0.1000,-0.1000,0.5462,-0.1000,-0.1000,-0.1000,-0.1000
317,-0.1000,0.0498,-0.1000,-0.1000,-0.1000,0.5845,-0.1000,-0.1000,-0.1000,-0.1000
318,-0.1000,0.0487,-0.1000,-0.1000,-0.1000,0.6212,-0.1000,-0.1000,-0.1000,-0.1000
319,-0.1000,0.0474,-0.1000,-0.1000,-0.1000,0.6553,-0.1000,-0.1000,-0.1000,-0.1000
320,-0.1000,0.0458,-0.1000,-0.1000,-0.1000,0.6877,-0.1000,-0.1000,-0.1000,-0.1000
321,-0.1000,0.0439,-0.1000,-0.1000,-0.1000,0.7184,-0.1000,-0.1000,-0.1000,-0.1000
322,-0.1000,0.0418,-0.1000,-0.1000,-0.1000,0.7465,-0.1000,-0.1000,-0.1000,-0.1000
323,-0.1000,0.0394,-0.1000,-0.1000,-0.1000,0.7729,-0.1000,-0.1000,-0.1000,-0.1000
324,-0.1000,0.0368,-0.1000,-0.1000,-0.1000,0.7974,-0.1000,-0.1000,-0.1000,-0.1000
325,-0.1000,0.0339,-0.1000,-0.1000,-0.1000,1.0000,-0.1000,-0.1000,-0.1000,-0.1000
326,-0.1000,0.0308,-0.1000,-0.1000,-0.1000,1.0000,-0.1000,-0.1000,-0.1000,-0.1000
327,-0.1000,0.0274,-0.1000,-0.1000,-0.1000,0.7809,-0.1000,-0.1000,-0.1000,-0.1000
328,-0.1000,0.0238,-0.1000,-0.1000,-0.1000,0.6541,-0.1000,-0.1000,-0.1000,-0.1000
329,-0.1000,0.0199,-0.1000,-0.1000,-0.1000,0.5256,-0.1000,-0.1000,-0.1000,-0.1000
330,-0.1000,0.0157,-0.1000,-0.1000,-0.1000,0.2981,-0.1000,-0.1000,-0.1000,-0.1000
331,-0.1000,0.0113,-0.1000,-0.1000,-0.1000,0.2454,-0.1000,-0.1000,-0.1000,-0.1000
332,-0.1000,0.0067,-0.1000,-0.1000,-0.1000,0.1920,-0.1000,-0.1000,-0.1000,-0.1000
333,-0.0831,0.0018,-0.1000,-0.1000,-0.1000,0.1380,-0.1000,-0.1000,-0.1000,-0.1000
334,-0.0512,-0.0033,-0.1000,-0.1000,-0.1000,0.0835,-0.1000,-0.1000,-0.1000,-0.1000
335,-0.0201,-0.0087,-0.1000,-0.1000,-0.1000,0.0284,-0.1000,-0.1000,-0.1000,-0.1000
336,0.0103,-0.0142,-0.1000,-0.1000,-0.1000,-0.0272,-0.1000,-0.1000,-0.1000,-0.1000
337,0.0400,-0.0200,-0.1000,-0.1000,-0.1000,-0.0833,-0.1000,-0.1000,-0.1000,-0.1000
338,0.0689,-0.0261,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
339,0.0970,-0.0323,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
340,0.1243,-0.0388,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
341,0.1509,-0.0454,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.0662
342,0.1766,-0.0523,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.0130
343,0.2014,-0.0593,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.0396
344,0.2254,-0.0666,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.0917
345,0.2486,-0.0740,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.1432
346,0.2708,-0.0816,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.1940
347,0.2922,-0.0894,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.2442
348,0.4316,-0.0973,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.2937
349,0.4804,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.5061
350,0.5269,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.6262
351,0.5710,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,0.7443
352,0.6127,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000,-0.1000
353,0.6520,-0.1000,-0.1000,-0.1000,-0.1000,0.7523,-0.1000,-0.1000,-0.1000,-0.1000
354,0.6888,-0.1000,-0.1000,-0.1000,-0.1000,0.7300,-0.1000,-0.1000,-0.1000,-0.1000
355,0.7232,-0.1000,-0.1000,-0.1000,-0.1000,0.7065,-0.1000,-0.1000,-0.1000,-0.1000
356,0.7550,-0.1000,-0.1000,-0.1000,-0.1000,0.6819,-0.1000,-0.1000,-0.1000,-0.1000
357,0.7842,-0.1000,-0.1000,-0.1000,-0.1000,0.6561,-0.1000,-0.1000,-0.1000,-0.1000
358,1.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.6292,-0.1000,-0.1000,-0.1000,-0.1000
359,1.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.6013,-0.1000,-0.1000,-0.1000,-0.1000
360,1.0000,-0.1000,-0.1000,-0.1000,-0.1000,0.5722,-0.1000,-0.1000,-0.1000,-0.1000
