step,sat_id,plane_id,true_anomaly_deg,altitude_km,ecef_x_km,ecef_y_km,ecef_z_km,battery_pct,fuel_pct,temp_c,roll_deg,pitch_deg,yaw_deg,fault_wheel,fault_thruster,fault_sensor,in_safe_mode,in_recovery,eclipse,gs_los,action_thrust,action_roll_tq,action_pitch_tq,action_yaw_tq,reward,health_score
1,0,0,355.4797,550.0,6899.0879,-336.2428,-435.6228,100.0,99.97,24.93,359.884,359.999,359.987,0,0,0,0,0,0,0,-0.5865,-0.2319,-0.002,-0.026,1.05,1.0
1,1,0,67.7235,550.0,2628.0484,3851.2589,5114.8223,100.0,99.88,24.93,359.894,359.964,0.009,0,0,0,0,0,0,0,-0.6075,-0.2117,-0.0721,0.0181,0.4794,1.0
1,2,0,149.3798,550.0,-5953.4936,2128.3915,2815.3338,100.0,99.88,24.94,359.929,359.938,0.064,0,0,0,0,0,0,0,-1.0,-0.1415,-0.1232,0.1281,0.6352,1.0
1,3,0,215.543,550.0,-5634.2716,-2414.7527,-3213.1284,100.0,99.88,24.93,359.893,359.981,359.997,0,0,0,0,0,0,0,-0.6233,-0.2139,-0.0388,-0.0052,0.8012,1.0
1,4,0,285.4408,550.0,1838.0164,-4016.9534,-5327.8534,100.0,99.97,24.93,359.873,359.995,0.003,0,0,0,0,0,0,1,-0.5764,-0.2544,-0.01,0.0052,1.35,1.0
1,5,1,37.3265,550.0,-2519.2066,5506.4482,3351.5471,100.0,99.88,24.93,359.932,359.936,0.041,0,0,0,0,0,0,0,-0.9646,-0.1364,-0.1277,0.082,1.05,1.0
1,6,1,108.6644,550.0,-3948.6725,-2210.3189,5236.6704,98.09,99.88,23.73,359.927,359.943,0.037,0,0,0,0,0,1,0,-0.9697,-0.1459,-0.1144,0.0733,1.05,1.0
1,7,1,182.9411,550.0,205.7194,-6912.1262,-283.605,100.0,99.97,24.94,359.882,359.974,0.042,0,1,0,0,0,0,0,-0.801,-0.2368,-0.0511,0.0842,0.8273,0.5
1,8,1,257.8285,550.0,4069.8427,-1463.9202,-5403.1064,100.0,99.88,24.94,359.923,359.95,0.061,0,0,0,0,0,0,0,-1.0,-0.1543,-0.0996,0.1226,0.8188,1.0
1,9,1,327.528,550.0,2242.9722,5836.3397,-2967.5672,100.0,99.88,24.91,0.0,359.974,0.044,1,0,0,0,0,0,0,-1.0,-0.1712,-0.0527,0.0871,0.8399,0.5
2,0,0,355.8137,550.0,6901.8128,-320.0183,-403.4967,100.0,99.85,27.35,359.673,359.983,0.005,0,0,0,0,0,0,0,-0.8221,-0.1907,-0.0303,0.063,1.05,1.0
2,1,0,67.493,550.0,2658.2195,3841.7772,5106.3547,100.0,99.76,27.36,359.713,359.897,0.037,0,0,0,0,0,0,0,-0.7393,-0.1514,-0.0616,0.0371,0.4557,1.0
2,2,0,148.9431,550.0,-5923.9291,2162.4645,2851.4999,100.0,99.76,27.38,359.798,359.826,0.204,0,0,0,0,0,0,0,-1.0,-0.1211,-0.1008,0.1526,0.68,1.0
2,3,0,215.5289,550.0,-5638.0472,-2407.4006,-3212.0224,100.0,99.76,27.35,359.725,359.922,0.022,0,0,0,0,0,0,0,-0.9103,-0.1228,-0.0785,0.0547,0.8456,1.0
2,4,0,286.1096,550.0,1911.1543,-4006.0366,-5310.3108,100.0,99.94,27.38,359.559,0.057,0.037,0,0,0,0,0,0,1,-0.4277,-0.3725,0.1333,0.0643,0.8352,1.0
2,5,1,37.0332,550.0,-2495.8016,5530.7271,3329.0048,100.0,99.76,27.37,359.816,359.813,0.14,0,0,0,0,0,0,0,-1.0,-0.0961,-0.119,0.1164,1.05,1.0
2,6,1,108.3599,550.0,-3958.1718,-2170.8643,5245.9952,96.22,99.76,24.95,359.81,359.856,0.092,0,0,0,0,0,1,0,-0.7858,-0.0889,-0.0584,0.0382,0.8209,1.0
2,7,1,183.6006,550.0,245.5992,-6907.9252,-347.1198,100.0,99.94,27.38,359.676,359.901,0.179,0,1,0,0,0,0,0,-1.0,-0.1746,-0.0968,0.1889,0.8386,0.5
2,8,1,257.7111,550.0,4066.3071,-1482.4821,-5400.7069,100.0,99.76,27.38,359.78,359.853,0.204,0,0,0,0,0,0,0,-1.0,-0.1315,-0.0956,0.1626,0.8408,1.0
2,9,1,327.169,550.0,2271.6384,5810.2951,-2996.7268,100.0,99.76,27.32,0.0,359.942,0.063,1,0,0,0,0,0,0,-0.6401,-0.1461,-0.0099,-0.0476,0.8432,0.5
3,0,0,355.6551,550.0,6899.9736,-339.4884,-418.751,100.0,99.73,29.79,359.342,359.985,0.045,0,0,0,0,0,0,0,-0.7041,-0.2384,0.0356,0.0416,1.05,1.0
3,1,0,66.6474,550.0,2756.6547,3814.4238,5074.5706,100.0,99.64,29.77,359.461,359.815,0.068,0,0,0,0,0,0,0,-0.739,-0.1394,-0.0302,0.0074,0.4441,1.0
3,2,0,147.8265,550.0,-5850.4773,2238.1952,2943.236,100.0,99.64,29.81,359.608,359.679,0.41,0,0,0,0,0,0,0,-1.0,-0.1172,-0.0708,0.1306,0.7351,1.0
3,3,0,215.042,550.0,-5674.7015,-2371.8688,-3173.6796,100.0,99.64,29.77,359.484,359.848,0.064,0,0,0,0,0,0,0,-0.9033,-0.1446,-0.0313,0.0337,1.05,1.0
3,4,0,286.0332,550.0,1897.6376,-4009.7522,-5312.3535,100.0,99.82,29.85,359.06,0.179,0.131,0,0,0,0,0,0,1,-0.6907,-0.3716,0.1207,0.1183,0.8311,1.0
3,5,1,36.109,550.0,-2435.2136,5599.9415,3257.3964,100.0,99.64,29.8,359.653,359.645,0.289,0,0,0,0,0,0,0,-0.9778,-0.0919,-0.0899,0.099,1.05,1.0
3,6,1,107.391,550.0,-3981.9128,-2054.8234,5274.686,94.34,99.64,26.17,359.655,359.744,0.164,0,0,0,0,0,1,0,-0.7939,-0.0747,-0.0511,0.0318,0.7395,1.0
3,7,1,184.0814,550.0,272.5017,-6904.4347,-393.4029,100.0,99.91,29.83,359.383,359.776,0.432,0,1,0,0,0,0,0,-1.0,-0.1748,-0.102,0.2335,1.05,0.5
3,8,1,257.042,550.0,4053.6862,-1566.018,-5386.5998,100.0,99.64,29.81,359.573,359.716,0.424,0,0,0,0,0,0,0,-1.0,-0.1278,-0.0785,0.1556,1.05,1.0
3,9,1,326.6312,550.0,2310.9847,5772.0731,-3040.1912,100.0,99.73,29.73,0.0,359.914,0.038,1,0,0,0,0,0,0,-0.5491,-0.1086,0.0061,-0.0895,0.8239,0.5
4,0,0,355.0039,550.0,6892.9534,-394.6185,-481.3638,100.0,99.61,32.22,358.893,0.019,0.093,0,0,0,0,0,0,0,-0.7409,-0.2374,0.0661,0.0172,1.05,1.0
4,1,0,65.1863,550.0,2921.9868,3767.1474,5017.0544,100.0,99.52,32.19,359.146,359.733,0.089,0,0,0,0,0,0,0,-0.7281,-0.1292,-0.0009,-0.02,0.4372,1.0
4,2,0,146.0303,550.0,-5728.9925,2353.8222,3088.4311,100.0,99.52,32.23,359.361,359.509,0.668,0,0,0,0,0,0,0,-1.0,-0.1144,-0.0443,0.1047,0.8006,1.0
4,3,0,214.0825,550.0,-5742.9237,-2307.5624,-3097.4544,100.0,99.52,32.19,359.167,359.777,0.113,0,0,0,0,0,0,0,-0.8979,-0.1534,0.0074,0.0154,1.05,1.0
4,4,0,285.2113,550.0,1797.318,-4027.5905,-5333.7045,100.0,99.7,32.3,358.396,0.362,0.257,0,0,0,0,0,0,1,-0.6989,-0.3303,0.123,0.0638,0.8396,1.0
4,5,1,34.5533,550.0,-2335.9746,5710.9959,3134.9624,100.0,99.52,32.22,359.451,359.441,0.469,0,0,0,0,0,0,0,-0.881,-0.0805,-0.0695,0.0633,1.05,1.0
4,6,1,105.7578,550.0,-4017.2784,-1860.9835,5319.6293,92.48,99.52,27.38,359.467,359.611,0.248,0,0,0,0,0,1,0,-0.7837,-0.0657,-0.0427,0.0243,0.6338,1.0
4,7,1,184.3833,550.0,286.4198,-6902.1547,-422.4514,100.0,99.88,32.28,358.999,359.606,0.802,0,1,0,0,0,0,0,-1.0,-0.1811,-0.09,0.2343,1.05,0.5
4,8,1,255.8212,550.0,4030.3907,-1713.9474,-5358.9716,100.0,99.52,32.25,359.307,359.542,0.719,0,0,0,0,0,0,0,-1.0,-0.1195,-0.0744,0.148,1.05,1.0
4,9,1,325.4107,550.0,2390.848,5686.6633,-3137.8253,100.0,99.61,32.13,0.0,359.892,0.032,1,0,0,0,0,0,0,-1.0,-0.1482,0.0114,0.0373,0.8071,0.5
5,0,0,353.8597,550.0,6878.603,-485.2967,-591.2261,100.0,99.49,34.65,358.319,0.105,0.146,0,0,0,0,0,0,0,-0.7548,-0.2504,0.1021,0.0105,1.05,1.0
5,1,0,63.1852,550.0,3143.5566,3699.1673,4932.9965,100.0,99.4,34.61,358.769,359.664,0.087,0,0,0,0,0,0,0,-0.7105,-0.1217,0.0266,-0.0458,0.4331,1.0
5,2,0,144.0293,550.0,-5587.0467,2478.8408,3246.6133,100.0,99.4,34.66,359.057,359.331,0.962,0,0,0,0,0,0,0,-1.0,-0.1146,-0.0184,0.0724,1.05,1.0
5,3,0,212.6509,550.0,-5840.1907,-2213.4583,-2982.1161,100.0,99.4,34.61,358.768,359.729,0.161,0,0,0,0,0,0,0,-0.888,-0.1617,0.0443,-0.0034,1.05,1.0
5,4,0,283.6439,550.0,1609.1443,-4056.994,-5371.3774,100.0,99.58,34.74,357.586,0.607,0.391,0,0,0,0,0,0,1,-0.7328,-0.2899,0.1233,0.0175,1.05,1.0
5,5,1,32.5522,550.0,-2207.3746,5846.5816,2974.0918,100.0,99.4,34.63,359.209,359.218,0.67,0,0,0,0,0,0,0,-0.846,-0.0792,-0.0405,0.0402,1.05,1.0
5,6,1,103.7567,550.0,-4055.1283,-1622.3944,5368.7998,90.62,99.4,28.59,359.25,359.461,0.339,0,0,0,0,0,1,0,-0.7651,-0.0595,-0.0337,0.0154,0.5187,1.0
5,7,1,184.5062,550.0,287.3484,-6901.3828,-434.2662,100.0,99.85,34.74,358.521,359.395,1.291,0,1,0,0,0,0,0,-1.0,-0.1887,-0.0807,0.2362,1.05,0.5
5,8,1,254.049,550.0,3993.7282,-1925.1151,-5314.5375,100.0,99.4,34.68,358.982,359.335,1.087,0,0,0,0,0,0,0,-1.0,-0.1152,-0.0656,0.148,1.05,1.0
5,9,1,323.5069,550.0,2509.2544,5549.5768,-3287.2603,100.0,99.49,34.54,0.0,359.887,0.036,1,0,0,0,0,0,0,-0.9886,-0.1453,0.0367,0.0209,0.8023,0.5
6,0,0,352.2217,550.0,6853.2456,-611.2728,-748.0721,100.0,99.37,37.09,357.655,0.215,0.239,0,0,0,0,0,0,0,-1.0,-0.1788,0.0483,0.0801,1.05,1.0
6,1,0,61.1841,550.0,3361.1335,3626.1726,4842.9222,100.0,99.28,37.03,358.341,359.611,0.053,0,0,0,0,0,0,0,-0.6934,-0.1017,0.0332,-0.0655,0.4331,1.0
6,2,0,142.0282,550.0,-5438.0089,2600.503,3400.8358,100.0,99.28,37.07,358.715,359.146,1.25,0,0,0,0,0,0,0,-0.7362,-0.0745,-0.0118,-0.0125,1.05,1.0
6,3,0,210.748,550.0,-5962.7069,-2088.1755,-2825.9317,100.0,99.28,37.04,358.288,359.717,0.19,0,0,0,0,0,0,0,-0.8232,-0.1646,0.074,-0.037,1.05,1.0
6,4,0,281.6428,550.0,1368.3926,-4089.054,-5413.6291,100.0,99.46,37.18,356.652,0.915,0.512,0,0,0,0,0,0,1,-0.7584,-0.2507,0.1248,-0.0272,1.05,1.0
6,5,1,30.5511,550.0,-2075.7803,5974.7435,2809.5939,100.0,99.28,37.05,358.924,358.985,0.889,0,0,0,0,0,0,0,-0.8687,-0.0848,-0.0195,0.038,1.05,1.0
6,6,1,101.7556,550.0,-4087.4837,-1381.7476,5411.4224,88.76,99.28,29.8,358.999,359.302,0.435,0,0,0,0,0,1,0,-0.7877,-0.0673,-0.0185,0.0079,0.435,1.0
6,7,1,184.4499,550.0,275.2824,-6902.2134,-428.8488,100.0,99.82,37.19,357.95,359.145,1.897,0,1,0,0,0,0,0,-1.0,-0.1863,-0.081,0.2356,0.83,0.5
6,8,1,252.0479,550.0,3947.4853,-2160.6355,-5258.2559,100.0,99.28,37.11,358.603,359.099,1.529,0,0,0,0,0,0,0,-1.0,-0.1112,-0.0572,0.1471,1.05,1.0
6,9,1,321.5059,550.0,2630.0587,5398.7551,-3440.418,100.0,99.37,36.95,0.0,359.913,0.039,1,0,0,0,0,0,0,-0.9452,-0.1433,0.0585,-0.0024,0.8023,0.5
7,0,0,350.2207,550.0,6814.4827,-762.6512,-938.8452,100.0,99.25,39.51,356.908,0.362,0.356,0,0,0,0,0,0,0,-1.0,-0.1668,0.0733,0.0474,1.05,1.0
7,1,0,59.1831,550.0,3574.441,3548.2619,4746.9411,100.0,99.16,39.45,357.859,359.579,359.993,0,0,0,0,0,0,0,-0.751,-0.1101,0.0403,-0.0514,0.4331,1.0
7,2,0,140.0271,550.0,-5282.0687,2718.6444,3550.9104,100.0,99.16,39.48,358.33,358.96,1.542,0,0,0,0,0,0,0,-0.8168,-0.0873,-0.0021,0.0071,1.05,1.0
7,3,0,208.7469,550.0,-6084.0202,-1954.0199,-2658.3352,100.0,99.16,39.47,357.734,359.747,0.179,0,0,0,0,0,0,0,-0.726,-0.1476,0.0821,-0.0801,1.05,1.0
7,4,0,279.6418,550.0,1125.9061,-4115.5734,-5449.2781,100.0,99.34,39.62,355.599,1.289,0.605,0,0,0,0,0,0,1,-0.7352,-0.237,0.1339,-0.0568,1.05,1.0
7,5,1,28.5501,550.0,-1941.3694,6095.3187,2641.6692,100.0,99.16,39.46,358.591,358.747,1.133,0,0,0,0,0,0,0,-0.9273,-0.0976,-0.0105,0.0487,1.05,1.0
7,6,1,99.7546,550.0,-4114.3006,-1139.349,5447.4448,86.9,99.16,31.01,358.715,359.137,0.529,0,0,0,0,0,1,0,-0.7819,-0.0671,-0.0105,-0.0031,0.3961,1.0
7,7,1,184.2144,550.0,250.2162,-6904.5373,-406.1984,100.0,99.79,39.63,357.29,358.852,2.62,0,1,0,0,0,0,0,-1.0,-0.178,-0.084,0.2315,0.7417,0.5
7,8,1,250.0469,550.0,3895.8917,-2393.4106,-5195.561,100.0,99.16,39.53,358.176,358.868,1.945,0,0,0,0,0,0,0,-0.6895,-0.0938,0.0078,-0.0516,1.05,1.0
7,9,1,319.5048,550.0,2747.3021,5241.0807,-3589.3795,100.0,99.25,39.35,0.0,359.971,0.042,1,0,0,0,0,0,0,-0.9635,-0.1488,0.0664,-0.0007,0.8023,0.5
8,0,0,348.2196,550.0,6767.0687,-913.0008,-1128.4732,100.0,99.13,41.94,356.084,0.545,0.485,0,0,0,0,0,0,0,-1.0,-0.1532,0.073,0.0253,1.05,1.0
8,1,0,57.182,550.0,3783.208,3465.5402,4645.1705,100.0,99.04,41.86,357.329,359.557,359.92,0,0,0,0,0,0,0,-0.817,-0.0949,0.0218,-0.0263,0.4331,1.0
8,2,0,138.0261,550.0,-5119.4242,2833.1051,3696.6541,100.0,99.04,41.89,357.898,358.775,1.839,0,0,0,0,0,0,0,-0.8423,-0.0927,0.0018,0.0116,1.05,1.0
8,3,0,206.7458,550.0,-6197.6078,-1817.2121,-2487.4963,100.0,99.04,41.9,357.109,359.816,0.123,0,0,0,0,0,0,0,-0.7018,-0.1401,0.0788,-0.0892,1.05,1.0
8,4,0,277.6407,550.0,881.9931,-4136.5163,-5478.2809,100.0,99.22,42.07,354.423,1.735,0.673,0,0,0,0,0,0,1,-0.7467,-0.2444,0.1417,-0.049,1.05,1.0
8,5,1,26.549,550.0,-1804.3234,6208.154,2470.5226,100.0,99.04,41.88,358.205,358.506,1.403,0,0,0,0,0,0,0,-0.9561,-0.1053,-0.0052,0.0525,1.05,1.0
8,6,1,97.7535,550.0,-4135.5429,-895.5067,5476.8233,85.04,99.04,32.22,358.397,358.971,0.615,0,0,0,0,0,1,0,-0.7754,-0.0668,-0.0027,-0.014,0.3608,1.0
8,7,1,183.7999,550.0,212.1459,-6908.0424,-366.3135,100.0,99.76,42.08,356.542,358.522,3.452,0,1,0,0,0,0,0,-1.0,-0.1761,-0.075,0.221,0.6623,0.5
8,8,1,248.0458,550.0,3839.0169,-2623.1443,-5126.5295,100.0,99.04,41.94,357.699,358.643,2.338,0,0,0,0,0,0,0,-0.7199,-0.0998,0.0125,-0.0465,1.05,1.0
8,9,1,317.5037,550.0,2860.8261,5076.7542,-3733.9633,100.0,99.13,41.76,0.0,0.061,0.045,1,0,0,0,0,0,0,-0.9675,-0.1478,0.0636,0.0015,0.8023,0.5
9,0,0,346.2185,550.0,6711.0641,-1062.1184,-1316.7248,100.0,99.01,44.36,355.183,0.764,0.626,0,0,0,0,0,0,0,-0.9961,-0.1533,0.0733,0.0215,1.05,1.0
9,1,0,55.1809,550.0,3987.1692,3378.1192,4537.7344,100.0,98.92,44.28,356.751,359.547,359.831,0,0,0,0,0,0,0,-0.8067,-0.0942,0.0218,-0.0307,0.4331,1.0
9,2,0,136.025,550.0,-4950.2825,2943.7307,3837.8893,100.0,98.92,44.3,357.418,358.593,2.142,0,0,0,0,0,0,0,-0.8542,-0.0967,0.0042,0.0122,1.05,1.0
9,3,0,204.7448,550.0,-6303.3257,-1677.9368,-2313.6237,100.0,98.92,44.33,356.415,359.924,0.023,0,0,0,0,0,0,0,-0.6973,-0.1397,0.0775,-0.0903,1.05,1.0
9,4,0,275.6396,550.0,636.9635,-4151.8543,-5500.6022,100.0,99.1,44.51,353.125,2.251,0.714,0,0,0,0,0,0,1,-0.7361,-0.246,0.1418,-0.0526,1.05,1.0
9,5,1,24.5479,550.0,-1664.8274,6313.1061,2296.3629,100.0,98.92,44.3,357.766,358.262,1.697,0,0,0,0,0,0,1,-0.9482,-0.1048,-0.0052,0.0486,1.35,1.0
9,6,1,95.7524,550.0,-4151.1815,-650.5308,5499.522,83.19,98.92,33.43,358.046,358.808,0.69,0,0,0,0,0,1,0,-0.7681,-0.0664,0.0048,-0.025,0.329,1.0
9,7,1,183.2067,550.0,161.073,-6912.2135,-309.1949,100.0,99.73,44.53,355.706,358.16,4.39,0,1,0,0,0,0,0,-1.0,-0.1756,-0.0636,0.2099,0.592,0.5
9,8,1,246.0447,550.0,3776.9376,-2849.5446,-5051.2453,100.0,98.92,44.36,357.171,358.425,2.709,0,0,0,0,0,0,0,-0.736,-0.1021,0.0154,-0.0441,1.05,1.0
9,9,1,315.5027,550.0,2970.4772,4905.9846,-3873.9929,100.0,99.01,44.17,0.0,0.187,0.048,1,0,0,0,0,0,0,-0.9525,-0.1562,0.0718,-0.0003,0.8023,0.5
10,0,0,344.2174,550.0,6646.5401,-1209.8028,-1503.3706,100.0,98.89,46.79,354.206,1.021,0.775,0,0,0,0,0,0,0,-0.9884,-0.1535,0.0735,0.0176,1.05,1.0
10,1,0,53.1799,550.0,4186.0653,3286.1168,4424.7638,100.0,98.8,46.69,356.128,359.547,359.725,0,0,0,0,0,0,0,-0.7963,-0.0936,0.0217,-0.0352,0.4331,1.0
10,2,0,134.0239,550.0,-4774.8585,3050.3715,3974.4435,100.0,98.8,46.71,356.888,358.413,2.452,0,0,0,0,0,0,0,-0.8654,-0.1005,0.0066,0.0128,1.05,1.0
10,3,0,202.7437,550.0,-6401.0394,-1536.382,-2136.9292,100.0,98.8,46.76,355.651,0.07,359.876,0,0,0,0,0,0,0,-0.6926,-0.1392,0.0763,-0.0914,1.05,1.0
10,4,0,273.6386,550.0,391.1289,-4161.5665,-5516.2146,100.0,98.98,46.95,351.703,2.838,0.728,0,0,0,0,0,0,1,-0.7254,-0.2476,0.1419,-0.0562,1.05,1.0
10,5,1,22.5468,550.0,-1523.0697,6410.0416,2119.4024,100.0,98.8,46.73,357.239,358.063,1.969,0,0,0,0,0,0,1,-0.7436,-0.1783,0.0888,-0.0456,1.35,1.0
10,6,1,93.7514,550.0,-4161.1953,-404.7326,5515.5133,81.32,98.8,34.64,357.662,358.65,0.746,0,0,0,0,0,1,0,-0.7599,-0.0659,0.012,-0.0358,0.3009,1.0
10,7,1,182.4352,550.0,97.0095,-6916.3339,-234.8517,100.0,99.7,46.97,354.782,357.772,5.427,0,1,0,0,0,0,0,-1.0,-0.1756,-0.0519,0.1993,0.5305,0.5
10,8,1,244.0437,550.0,3709.7373,-3072.3238,-4969.8004,100.0,98.8,46.78,356.592,358.217,3.059,0,0,0,0,0,0,0,-0.7518,-0.1043,0.0183,-0.0416,1.05,1.0
10,9,1,313.5016,550.0,3076.1073,4728.989,-4009.2977,100.0,98.89,46.57,0.0,0.349,0.049,1,0,0,0,0,0,0,-0.9444,-0.1563,0.0718,-0.0044,0.8023,0.5
11,0,0,342.2164,550.0,6573.5789,-1355.8542,-1688.1827,100.0,98.77,49.21,353.152,1.314,0.931,0,0,0,0,0,0,0,-0.9805,-0.1536,0.0736,0.0137,1.05,1.0
11,1,0,51.1788,550.0,4379.6435,3189.6571,4306.3966,100.0,98.68,49.11,355.457,359.558,359.599,0,0,0,0,0,0,0,-0.7858,-0.093,0.0216,-0.0397,0.4331,1.0
11,2,0,132.0229,550.0,-4593.3754,3152.8832,4106.1503,100.0,98.68,49.12,356.306,358.238,2.769,0,0,0,0,0,0,0,-0.8761,-0.1042,0.0091,0.0132,1.05,1.0
11,3,0,200.7426,550.0,-6490.6248,-1392.7389,-1957.6284,100.0,98.68,49.19,354.825,0.248,359.693,0,0,0,0,0,0,0,-0.7085,-0.1254,0.0651,-0.073,1.05,1.0
11,4,0,271.6375,550.0,144.8019,-4165.6395,-5525.0992,100.0,98.86,49.4,350.156,3.496,0.712,0,0,0,0,0,0,1,-0.7147,-0.2491,0.142,-0.0598,1.05,1.0
11,5,1,20.5458,550.0,-1379.2416,6498.8375,1939.857,100.0,98.68,49.16,356.621,357.909,2.215,0,0,0,0,0,0,1,-0.7283,-0.1801,0.0892,-0.0512,1.05,1.0
11,6,1,91.7503,550.0,-4165.5704,-158.4248,5524.7775,79.46,98.68,35.85,357.245,358.502,0.78,0,0,0,0,0,1,0,-0.7509,-0.0654,0.019,-0.0466,0.2763,1.0
11,7,1,181.4857,550.0,19.986,-6919.4873,-143.3097,100.0,99.67,49.41,353.771,357.363,6.559,0,1,0,0,0,0,0,-1.0,-0.1756,-0.0406,0.1889,0.4779,0.5
11,8,1,242.0426,550.0,3637.5068,-3291.1987,-4882.2941,100.0,98.68,49.19,355.958,358.019,3.389,0,0,0,0,0,0,0,-0.7672,-0.1064,0.0213,-0.0391,1.05,1.0
11,9,1,311.5005,550.0,3177.5734,4545.9926,-4139.7125,100.0,98.77,48.98,0.0,0.547,0.046,1,0,0,0,0,0,0,-0.9361,-0.1564,0.0718,-0.0085,0.8023,0.5
12,0,0,340.2153,550.0,6492.2734,-1500.0755,-1870.9358,100.0,98.65,51.64,352.021,1.644,1.091,0,0,0,0,0,0,0,-0.9725,-0.1538,0.0738,0.0097,1.05,1.0
12,1,0,49.1777,550.0,4567.6578,3088.8701,4182.7771,100.0,98.56,51.52,354.74,359.58,359.45,0,0,0,0,0,0,0,-0.775,-0.0924,0.0215,-0.0443,0.4331,1.0
12,2,0,130.0218,550.0,-4406.0641,3251.1273,4232.8491,100.0,98.56,51.53,355.669,358.069,3.092,0,0,0,0,0,0,0,-0.8862,-0.1079,0.0114,0.0136,1.05,1.0
12,3,0,198.7416,550.0,-6571.9683,-1247.2013,-1775.94,100.0,98.56,51.61,353.936,0.459,359.473,0,0,0,0,0,0,0,-0.7042,-0.1246,0.0637,-0.0742,1.05,1.0
12,4,0,269.6364,550.0,-101.7045,-4164.0676,-5527.2451,100.0,98.74,51.85,348.484,4.226,0.664,0,0,0,0,0,0,1,-0.7039,-0.2507,0.1421,-0.0635,1.05,1.0
12,5,1,18.5447,550.0,-1233.5374,6579.381,1757.9456,100.0,98.56,51.59,355.913,357.799,2.433,0,0,0,0,0,0,1,-0.7175,-0.1811,0.089,-0.055,1.05,1.0
12,6,1,89.7492,550.0,-4164.3006,88.0797,5527.3034,77.59,98.56,37.07,356.796,358.367,0.784,0,0,0,0,0,1,0,-0.741,-0.065,0.0258,-0.0572,0.2553,1.0
12,7,1,180.3589,550.0,-69.9394,-6920.56,-34.622,100.0,99.64,51.85,352.671,356.94,7.78,0,1,0,0,0,0,0,-1.0,-0.1754,-0.0303,0.1789,0.4437,0.5
12,8,1,240.0415,550.0,3560.3434,-3505.8912,-4788.8332,100.0,98.56,51.61,355.271,357.833,3.702,0,0,0,0,0,0,0,-0.7822,-0.1083,0.0242,-0.0367,1.05,1.0
12,9,1,309.4994,550.0,3274.7384,4357.2281,-4265.0783,100.0,98.65,51.39,0.0,0.78,0.036,1,0,0,0,0,0,0,-0.9278,-0.1565,0.0717,-0.0126,0.8023,0.5
13,0,0,338.2142,550.0,6402.7271,-1642.2716,-2051.4071,100.0,98.53,54.06,350.814,2.011,1.255,0,0,0,0,0,0,0,-0.9644,-0.154,0.0739,0.0056,1.0,1.0
13,1,0,47.1767,550.0,4749.8694,2983.8918,4054.0561,100.0,98.44,53.94,353.978,359.613,359.278,0,0,0,0,0,0,0,-0.7641,-0.0918,0.0214,-0.0489,0.3831,1.0
13,2,0,128.0207,550.0,-4213.1626,3344.971,4354.3853,100.0,98.44,53.95,354.977,357.907,3.422,0,0,0,0,0,0,0,-0.8958,-0.1115,0.0138,0.0139,1.0,1.0
13,3,0,196.7405,550.0,-6644.9665,-1099.9657,-1592.0855,100.0,98.44,54.04,352.985,0.7,359.215,0,0,0,0,0,0,0,-0.6997,-0.1239,0.0623,-0.0754,1.0,1.0
13,4,0,267.6353,550.0,-348.0767,-4156.8527,-5522.6497,100.0,98.62,54.29,346.686,5.026,0.582,0,0,0,0,0,0,1,-0.693,-0.2522,0.1422,-0.0671,1.0,1.0
13,5,1,16.5436,550.0,-1086.1537,6651.5698,1573.8902,100.0,98.44,54.02,355.114,357.733,2.622,0,0,0,0,0,0,1,-0.7066,-0.1822,0.0888,-0.0589,1.0,1.0
13,6,1,87.7482,550.0,-4157.3876,334.4674,5523.088,75.71,98.44,38.28,356.315,358.248,0.755,0,0,0,0,0,1,0,-0.7302,-0.0646,0.0324,-0.0677,0.2378,1.0
13,7,1,179.0554,550.0,-172.6703,-6918.2457,91.1177,100.0,99.61,54.28,351.476,356.519,9.074,0,1,0,0,0,0,0,-1.0,-0.1915,0.0055,0.1471,0.3797,0.5
13,8,1,238.0405,550.0,3478.351,-3716.1284,-4689.5315,100.0,98.44,54.03,354.529,357.661,3.997,0,0,0,0,0,0,0,-0.7968,-0.1102,0.027,-0.0343,1.0,1.0
13,9,1,307.4984,550.0,3367.4709,4162.9355,-4385.2422,100.0,98.53,53.8,0.0,1.05,0.018,1,0,0,0,0,0,0,-0.9192,-0.1566,0.0716,-0.0168,0.7523,0.5
14,0,0,336.2132,550.0,6305.054,-1782.2504,-2229.3763,100.0,98.41,56.48,349.529,2.415,1.419,0,0,0,0,0,0,0,-0.956,-0.1542,0.074,0.0015,1.0,1.0
14,1,0,45.1756,550.0,4926.0468,2874.8638,3920.3906,100.0,98.32,56.36,353.17,359.656,359.078,0,0,0,0,0,0,0,-0.753,-0.0911,0.0213,-0.0535,0.3831,1.0
14,2,0,126.0197,550.0,-4014.9164,3434.2871,4470.6106,100.0,98.32,56.36,354.228,357.752,3.759,0,0,0,0,0,0,0,-0.9048,-0.1151,0.0162,0.0141,1.0,1.0
14,3,0,194.7394,550.0,-6709.5269,-951.231,-1406.2893,100.0,98.32,56.47,351.973,0.972,358.919,0,0,0,0,0,0,0,-0.6951,-0.1231,0.0609,-0.0766,1.0,1.0
