step,sat_id,plane_id,true_anomaly_deg,altitude_km,ecef_x_km,ecef_y_km,ecef_z_km,battery_pct,fuel_pct,temp_c,roll_deg,pitch_deg,yaw_deg,fault_wheel,fault_thruster,fault_sensor,in_safe_mode,in_recovery,eclipse,gs_los,action_thrust,action_roll_tq,action_pitch_tq,action_yaw_tq,reward,health_score
64,5,1,274.4996,550.0,4181.1036,234.4765,-5510.3207,100.0,97.06,101.74,221.537,37.958,318.296,0,0,0,1,0,0,0,-0.7522,-0.1014,0.0263,-0.0881,0.3037,0.1
64,6,1,354.9432,550.0,875.8318,6848.0508,-487.1953,100.0,95.77,99.05,275.815,13.197,291.927,0,0,0,1,0,0,1,-0.3497,-0.2125,0.1626,-0.2312,-0.1,0.1
64,7,1,102.3589,550.0,-4167.0249,-1176.4639,5399.2663,91.54,99.22,90.29,174.82,351.768,106.886,0,0,0,1,0,1,0,-0.0622,-0.1966,0.149,-0.2227,-0.1,0.1
64,8,1,140.5562,550.0,-3034.132,-5134.455,3511.6457,100.0,96.88,101.43,250.318,9.174,332.087,0,0,0,1,0,0,0,-0.4805,-0.0398,-0.0135,-0.1288,0.5444,0.1
64,9,1,205.4438,550.0,1322.4962,-6364.9084,-2374.6971,100.0,96.97,101.06,0.0,51.252,314.0,1,0,0,1,0,0,0,-0.3529,-0.0953,0.0514,-0.2111,0.6528,0.1
65,0,0,234.1586,550.0,-4294.6325,-3062.6248,-4480.7033,100.0,96.97,102.93,164.925,88.243,306.303,0,0,0,1,0,0,0,-0.4883,-0.1144,0.0586,-0.1889,0.5954,0.1
65,1,0,308.25,550.0,4027.0453,-3583.4686,-4340.7258,100.0,96.97,102.19,247.834,28.096,273.545,0,0,0,1,0,0,0,-0.5374,-0.0691,0.0457,-0.1875,0.1078,0.1
65,2,0,38.8514,550.0,5570.8822,2200.7241,3467.3225,100.0,97.0,96.26,242.149,11.718,333.044,0,0,0,1,0,0,0,-0.7012,-0.1396,-0.0187,-0.0259,0.6614,0.1
65,3,0,112.8,550.0,-2386.1116,4030.2535,5095.4656,100.0,97.06,101.99,220.371,41.806,290.095,0,0,0,1,0,0,0,-0.9579,-0.1601,-0.0288,-0.017,0.1261,0.1
65,4,0,164.2288,550.0,-6556.6497,1628.9974,1502.3158,100.0,97.06,102.56,163.898,84.2,296.339,0,0,0,1,0,0,0,-0.5924,-0.0631,-0.0333,-0.1212,0.6965,0.1
65,5,1,272.4985,550.0,4172.1094,-11.5985,-5522.1019,100.0,97.06,102.16,217.502,39.236,316.388,0,0,0,1,0,0,0,-0.7523,-0.1009,0.026,-0.0894,0.2911,0.1
65,6,1,353.4653,550.0,988.9828,6821.0308,-629.0415,100.0,95.77,99.51,272.228,14.579,288.541,0,0,0,1,0,0,0,-0.3565,-0.208,0.159,-0.2342,-0.1,0.1
65,7,1,101.7621,550.0,-4172.128,-1100.6694,5411.2952,90.69,99.22,89.54,168.843,352.708,108.013,0,0,0,1,0,1,0,-0.0625,-0.1975,0.1466,-0.2229,-0.1,0.1
65,8,1,139.037,550.0,-3115.2822,-5006.4889,3623.5793,100.0,96.88,101.85,247.398,9.465,330.144,0,0,0,1,0,0,0,-0.4734,-0.0383,-0.014,-0.1312,0.5203,0.1
65,9,1,203.4428,550.0,1175.5753,-6456.2234,-2198.9641,100.0,96.97,101.48,0.0,53.115,311.159,1,0,0,1,0,0,0,-0.3449,-0.093,0.0502,-0.2127,0.6528,0.1
66,0,0,232.1576,550.0,-4484.3933,-2955.943,-4364.9581,100.0,96.97,103.37,159.161,91.164,303.037,0,0,0,1,0,0,0,-0.4824,-0.1143,0.0584,-0.1913,0.5954,0.1
66,1,0,306.2489,550.0,3824.3472,-3661.2439,-4457.567,100.0,96.97,102.62,244.502,29.384,269.834,0,0,0,1,0,0,0,-0.5341,-0.0657,0.0441,-0.1901,0.088,0.1
66,2,0,37.8731,550.0,5642.2962,2133.0912,3393.3254,100.0,97.0,96.68,238.451,12.001,331.771,0,0,0,1,0,0,0,-0.6889,-0.1421,-0.018,-0.0272,0.6537,0.1
66,3,0,112.016,550.0,-2292.4975,4047.9973,5124.2965,100.0,97.06,102.41,215.97,42.722,288.308,0,0,0,1,0,0,0,-0.9542,-0.1608,-0.0327,-0.0181,0.1043,0.1
66,4,0,162.368,550.0,-6480.4756,1760.8393,1674.2526,100.0,97.06,102.98,159.171,86.097,293.114,0,0,0,1,0,0,0,-0.5893,-0.0621,-0.0352,-0.1221,0.6895,0.1
66,5,1,270.4974,550.0,4157.4633,-257.632,-5527.1481,100.0,97.06,102.58,213.417,40.528,314.434,0,0,0,1,0,0,0,-0.7523,-0.1003,0.0258,-0.0908,0.2806,0.1
66,6,1,351.9914,550.0,1101.126,6789.3101,-770.0853,100.0,95.77,99.94,268.607,15.965,285.059,0,0,0,1,0,0,0,-0.7019,-0.0682,0.0097,-0.1927,-0.1,0.1
66,7,1,101.2076,550.0,-4176.3962,-1029.7852,5421.946,89.9,99.22,88.77,162.791,353.647,109.089,0,0,0,1,0,1,0,-0.7248,-0.152,-0.0033,-0.1027,-0.1,0.1
66,8,1,137.5487,550.0,-3192.484,-4877.4679,3730.7632,100.0,96.88,102.27,244.458,9.749,328.135,0,0,0,1,0,0,0,-0.4663,-0.0367,-0.0144,-0.1336,0.4947,0.1
66,9,1,201.4417,550.0,1027.0205,-6539.3311,-2020.5491,100.0,96.97,101.91,0.0,55.003,308.211,1,0,0,1,0,0,0,-0.3366,-0.0905,0.0488,-0.2144,0.6528,0.1
67,0,0,230.1565,550.0,-4668.4393,-2845.2277,-4243.8892,100.0,96.97,103.8,153.341,94.113,299.674,0,0,0,1,0,0,0,-0.4775,-0.1136,0.0576,-0.1932,0.5954,0.1
67,1,0,304.2479,550.0,3616.8156,-3734.0843,-4568.9715,100.0,96.97,103.05,241.138,30.693,266.026,0,0,0,1,0,0,0,-0.5361,-0.0637,0.0426,-0.1919,0.0675,0.1
67,2,0,36.9243,550.0,5709.9155,2066.5507,3320.6135,100.0,97.0,97.09,234.682,12.275,330.484,0,0,0,1,0,0,0,-0.6782,-0.1439,-0.0179,-0.0283,0.6454,0.1
67,3,0,111.2725,550.0,-2203.0398,4064.0614,5150.7535,100.0,97.06,102.83,211.488,43.619,286.512,0,0,0,1,0,0,0,-0.9498,-0.1615,-0.0367,-0.0191,0.0819,0.1
67,4,0,160.5257,550.0,-6398.0183,1889.429,1842.7318,100.0,97.06,103.4,154.414,87.976,289.827,0,0,0,1,0,0,0,-0.5866,-0.0613,-0.0369,-0.1229,0.6815,0.1
67,5,1,268.4964,550.0,4137.1835,-503.3113,-5525.4531,100.0,97.06,103.01,209.282,41.832,312.435,0,0,0,1,0,0,0,-0.7517,-0.0997,0.0258,-0.0925,0.2701,0.1
67,6,1,350.5205,550.0,1212.2446,6752.9266,-910.3224,100.0,95.77,100.36,264.954,17.355,281.48,0,0,0,1,0,0,0,-0.7023,-0.0653,0.0058,-0.1946,-0.1,0.1
67,7,1,100.6955,550.0,-4179.9354,-963.8508,5431.3325,89.11,99.22,88.0,156.662,354.582,110.115,0,0,0,1,0,1,0,-0.7249,-0.1516,-0.0069,-0.1016,-0.1,0.1
67,8,1,136.092,550.0,-3265.788,-4747.757,3833.2327,100.0,96.88,102.69,241.502,10.025,326.058,0,0,0,1,0,0,0,-0.4593,-0.0353,-0.0147,-0.136,0.4675,0.1
67,9,1,199.4406,550.0,877.0318,-6614.1267,-1839.6697,100.0,96.97,102.34,0.0,56.915,305.155,1,0,0,1,0,0,0,-0.3279,-0.0879,0.0475,-0.2162,0.6528,0.1
68,0,0,228.1554,550.0,-4846.5372,-2730.6272,-4117.6442,100.0,96.97,104.24,147.464,97.091,296.213,0,0,0,1,0,0,0,-0.4724,-0.1129,0.0568,-0.1952,0.5954,0.1
68,1,0,302.2468,550.0,3404.715,-3801.8902,-4674.8035,100.0,96.97,103.47,237.744,32.023,262.122,0,0,0,1,0,0,1,-0.5382,-0.0619,0.041,-0.1939,0.0464,0.1
68,2,0,36.0046,550.0,5773.9022,2001.1558,3249.2569,100.0,97.0,97.51,230.839,12.541,329.183,0,0,0,1,0,0,0,-0.6671,-0.1457,-0.0179,-0.0294,0.6366,0.1
68,3,0,110.5695,550.0,-2117.839,4078.5668,5174.9678,100.0,97.06,103.25,206.925,44.496,284.706,0,0,0,1,0,0,0,-0.9447,-0.1622,-0.0406,-0.02,0.0591,0.1
68,4,0,158.7031,550.0,-6309.626,2014.6092,2007.5383,100.0,97.06,103.83,149.627,89.835,286.479,0,0,0,1,0,0,0,-0.5843,-0.0605,-0.0387,-0.1238,0.6726,0.1
68,5,1,266.4953,550.0,4111.296,-748.324,-5517.0189,100.0,97.06,103.43,205.097,43.149,310.388,0,0,0,1,0,0,0,-0.751,-0.0991,0.0257,-0.0943,0.2595,0.1
68,6,1,349.052,550.0,1322.3214,6711.9101,-1049.7478,100.0,95.77,100.79,261.269,18.746,277.803,0,0,0,1,0,0,0,-0.7024,-0.0623,0.0018,-0.1966,-0.1,0.1
68,7,1,100.2257,550.0,-4182.8451,-902.9,5439.5606,88.31,99.22,87.22,150.458,355.512,111.09,0,0,0,1,0,1,0,-0.7245,-0.1513,-0.0101,-0.1005,-0.1,0.1
68,8,1,134.6676,550.0,-3335.2561,-4617.7114,3931.0366,100.0,96.88,103.11,238.528,10.294,323.912,0,0,0,1,0,0,0,-0.4523,-0.0339,-0.015,-0.1385,0.4386,0.1
68,9,1,197.4396,550.0,725.8114,-6680.5159,-1656.5466,100.0,96.97,102.76,0.0,58.849,301.99,1,0,0,1,0,0,0,-0.319,-0.0852,0.0461,-0.2179,0.6528,0.1
69,0,0,226.1544,550.0,-5018.4611,-2612.2953,-3986.3771,100.0,96.97,104.68,141.531,100.097,292.654,0,0,0,1,0,0,0,-0.4671,-0.1122,0.056,-0.1972,0.5954,0.1
69,1,0,300.2457,550.0,3188.3155,-3864.5687,-4774.9339,100.0,96.97,103.93,234.258,33.425,258.085,0,0,0,1,0,0,1,-0.2902,-0.1817,0.1432,-0.266,0.0248,0.1
69,2,0,35.1134,550.0,5834.4138,1936.9542,3179.3183,100.0,97.0,97.93,226.923,12.797,327.866,0,0,0,1,0,0,0,-0.6556,-0.1474,-0.0178,-0.0306,0.6272,0.1
69,3,0,109.9074,550.0,-2036.9862,4091.6304,5197.0654,99.21,97.06,102.47,202.28,45.351,282.889,0,0,0,1,0,1,0,-0.9389,-0.1629,-0.0445,-0.0208,0.0359,0.1
69,4,0,156.9013,550.0,-6215.6604,2136.2395,2168.4758,100.0,97.06,104.25,144.81,91.675,283.069,0,0,0,1,0,0,0,-0.5823,-0.0598,-0.0404,-0.1246,0.6627,0.1
69,5,1,264.4942,550.0,4079.8341,-992.3586,-5501.856,100.0,97.06,103.85,200.863,44.479,308.293,0,0,0,1,0,0,0,-0.7504,-0.0986,0.0257,-0.0962,0.2488,0.1
69,6,1,347.5847,550.0,1431.3381,6666.2825,-1188.3562,100.0,95.77,101.21,257.554,20.135,274.026,0,0,0,1,0,0,0,-0.7024,-0.0593,-0.0022,-0.1986,-0.1,0.1
69,7,1,99.7984,550.0,-4185.2186,-846.9617,5446.7276,87.52,99.22,86.45,144.179,356.436,112.015,0,0,0,1,0,1,0,-0.7237,-0.151,-0.013,-0.0995,-0.1,0.1
69,8,1,133.2762,550.0,-3400.9604,-4487.6752,4024.2366,100.0,96.88,103.52,235.538,10.556,321.695,0,0,0,1,0,0,0,-0.4452,-0.0325,-0.0153,-0.141,0.4082,0.1
69,9,1,195.4385,550.0,573.563,-6738.4152,-1471.4031,100.0,96.97,103.19,0.0,60.806,298.715,1,0,0,1,0,0,0,-0.3097,-0.0824,0.0447,-0.2197,0.6528,0.1
70,0,0,224.1533,550.0,-5183.9932,-2490.3906,-3850.2481,100.0,96.97,105.11,135.542,103.13,288.996,0,0,0,1,0,0,0,-0.4616,-0.1115,0.0552,-0.1993,0.5954,0.1
70,1,0,298.2447,550.0,2967.8927,-3922.034,-4869.2405,100.0,96.97,104.39,230.683,34.898,253.914,0,0,0,1,0,0,1,-0.2954,-0.1785,0.142,-0.268,0.0026,0.1
70,2,0,34.2504,550.0,5891.6038,1873.9881,3110.8543,100.0,97.0,98.35,222.933,13.045,326.533,0,0,0,1,0,0,0,-0.6437,-0.1492,-0.0176,-0.0318,0.6172,0.1
70,3,0,109.2861,550.0,-1960.5636,4103.3649,5217.1667,98.41,97.06,101.71,197.551,46.224,281.005,0,0,0,1,0,1,0,-0.556,-0.1689,0.0355,-0.1358,0.0123,0.1
70,4,0,155.1211,550.0,-6116.4948,2254.1962,2325.3671,100.0,97.06,104.67,139.963,93.493,279.595,0,0,0,1,0,0,0,-0.5805,-0.0591,-0.042,-0.1254,0.6516,0.1
70,5,1,262.4931,550.0,4042.8388,-1235.1052,-5479.9827,100.0,97.06,104.27,196.58,45.821,306.149,0,0,0,1,0,0,0,-0.7497,-0.098,0.0258,-0.0981,0.2382,0.1
70,6,1,346.118,550.0,1539.275,6616.058,-1326.1408,100.0,95.77,101.64,253.812,21.522,270.149,0,0,0,1,0,0,0,-0.7022,-0.0561,-0.0061,-0.2008,-0.1,0.1
70,7,1,99.4135,550.0,-4187.1425,-796.0602,5452.9228,86.73,99.22,85.68,137.824,357.351,112.891,0,0,0,1,0,1,0,-0.7222,-0.1507,-0.0156,-0.0983,-0.1,0.1
70,8,1,131.9181,550.0,-3462.9826,-4357.9808,4112.906,100.0,96.88,103.97,232.475,10.851,319.375,0,0,0,1,0,0,0,-0.1512,-0.1457,0.0667,-0.2074,0.476,0.1
70,9,1,193.4374,550.0,420.4919,-6787.752,-1284.465,100.0,96.97,103.61,0.0,62.785,295.329,1,0,0,1,0,0,0,-0.3,-0.0795,0.0433,-0.2215,0.6528,0.1
71,0,0,222.1522,550.0,-5342.9237,-2365.0766,-3709.4231,100.0,96.97,105.55,129.499,106.191,285.236,0,0,0,1,0,0,0,-0.4559,-0.1107,0.0544,-0.2014,0.5954,0.1
71,1,0,296.2436,550.0,2743.7274,-3974.2068,-4957.6084,100.0,96.97,104.85,227.02,36.441,249.608,0,0,0,1,0,0,1,-0.3007,-0.1753,0.1408,-0.27,-0.0201,0.1
71,2,0,33.415,550.0,5945.6209,1812.2952,3043.9152,100.0,97.0,98.77,218.867,13.284,325.184,0,0,0,1,0,0,0,-0.6315,-0.1509,-0.0174,-0.033,0.6064,0.1
71,3,0,108.7059,550.0,-1888.6449,4113.8779,5235.3863,97.6,97.06,100.94,192.737,47.113,279.052,0,0,0,1,0,1,0,-0.5573,-0.1684,0.0312,-0.136,-0.0117,0.1
71,4,0,153.3637,550.0,-6012.5116,2368.3731,2478.0546,100.0,97.06,105.09,135.087,95.29,276.059,0,0,0,1,0,0,0,-0.579,-0.0585,-0.0436,-0.1263,0.6394,0.1
71,5,1,260.4921,550.0,4000.3586,-1476.2551,-5451.4258,100.0,97.06,104.69,192.248,47.177,303.955,0,0,0,1,0,0,0,-0.749,-0.0974,0.0258,-0.1,0.2275,0.1
71,6,1,344.6508,550.0,1646.1105,6561.2437,-1463.0934,100.0,95.77,102.07,250.043,22.903,266.171,0,0,0,1,0,0,0,-0.7017,-0.0529,-0.0101,-0.203,-0.1,0.1
71,7,1,99.0712,550.0,-4188.6967,-750.2158,5458.2266,85.94,99.22,84.9,131.394,358.258,113.718,0,0,0,0,0,1,0,-0.7204,-0.1505,-0.0179,-0.0972,0.0,1.0
71,8,1,130.5942,550.0,-3521.413,-4228.9481,4197.1288,100.0,96.88,104.41,229.338,11.179,316.95,0,0,0,1,0,0,0,-0.1389,-0.1484,0.0678,-0.2076,0.4422,0.1
71,9,1,191.4364,550.0,266.8043,-6828.4645,-1095.9603,100.0,96.97,104.04,0.0,64.785,291.832,1,0,0,1,0,0,0,-0.2901,-0.0765,0.0418,-0.2234,0.6528,0.1
72,0,0,220.1511,550.0,-5495.0514,-2236.5215,-3564.0739,100.0,96.97,105.99,123.4,109.278,281.375,0,0,0,1,0,0,0,-0.45,-0.1099,0.0536,-0.2035,0.5954,0.1
72,1,0,294.2425,550.0,2516.1048,-4021.0155,-5039.9297,100.0,96.97,105.31,223.272,38.053,245.165,0,0,0,1,0,0,1,-0.3059,-0.1722,0.1396,-0.2721,-0.0435,0.1
72,2,0,32.607,550.0,5996.6092,1751.9085,2978.5459,100.0,97.0,99.19,214.724,13.515,323.818,0,0,0,1,0,0,0,-0.6189,-0.1526,-0.0171,-0.0342,0.5951,0.1
72,3,0,108.1668,550.0,-1821.2961,4123.2724,5251.8326,96.79,97.06,100.18,187.84,48.014,277.031,0,0,0,1,0,1,0,-0.5582,-0.1679,0.0271,-0.1362,-0.0361,0.1
72,4,0,151.63,550.0,-5904.1006,2478.681,2626.4001,100.0,97.06,105.52,130.182,97.064,272.459,0,0,0,1,0,0,0,-0.5779,-0.0579,-0.0452,-0.1271,0.6261,0.1
72,5,1,258.491,550.0,3952.4493,-1715.5019,-5416.22,100.0,97.06,105.12,187.868,48.546,301.71,0,0,0,1,0,0,0,-0.7483,-0.0969,0.0258,-0.102,0.2168,0.1
72,6,1,343.1824,550.0,1751.821,6501.8392,-1599.2035,100.0,95.77,102.49,246.249,24.278,262.089,0,0,0,1,0,0,0,-0.701,-0.0496,-0.014,-0.2054,-0.1,0.1
72,7,1,98.0338,550.0,-4190.4333,-620.9489,5473.11,84.04,99.1,86.13,124.888,359.155,114.497,0,0,0,1,0,1,0,-0.7181,-0.1503,-0.0198,-0.0961,-10.0,0.1
72,8,1,129.3048,550.0,-3576.3494,-4100.8843,4276.9983,100.0,96.88,104.85,226.125,11.543,314.422,0,0,0,1,0,0,0,-0.1263,-0.1511,0.0691,-0.2078,0.4066,0.1
72,9,1,189.4363,550.0,112.7851,-6860.4873,-906.2198,100.0,96.97,104.47,0.0,66.805,288.222,1,0,0,1,0,0,0,-0.2799,-0.0733,0.0404,-0.2252,0.6527,0.1
73,0,0,218.1501,550.0,-5640.1835,-2104.898,-3414.3778,100.0,96.97,106.42,117.246,112.392,277.411,0,0,0,1,0,0,0,-0.4439,-0.109,0.0527,-0.2058,0.5954,0.1
73,1,0,292.2415,550.0,2285.3149,-4062.3953,-5116.1041,100.0,96.97,105.77,219.439,39.735,240.586,0,0,0,1,0,0,1,-0.3112,-0.169,0.1384,-0.2742,-0.0673,0.1
73,2,0,31.8258,550.0,6044.7083,1692.857,2914.7862,100.0,97.0,99.62,210.484,13.743,322.436,0,0,0,1,0,0,0,-0.5144,-0.195,-0.0041,-0.0308,0.5829,0.1
73,3,0,107.669,550.0,-1758.5761,4131.6458,5266.6075,95.99,97.06,99.41,182.86,48.923,274.95,0,0,0,1,0,1,0,-0.5672,-0.1654,0.0139,-0.1207,-0.0608,0.1
73,4,0,149.9209,550.0,-5791.657,2585.0477,2770.285,100.0,97.06,105.94,125.245,98.827,268.784,0,0,0,1,0,0,0,-0.5624,-0.0652,-0.0204,-0.1505,0.6115,0.1
73,5,1,256.4899,550.0,3899.1739,-1952.5417,-5374.4083,100.0,97.06,105.54,183.44,49.927,299.413,0,0,0,1,0,0,0,-0.7474,-0.0963,0.0259,-0.1041,0.2061,0.1
73,6,1,341.7119,550.0,1856.3801,6437.8373,-1734.458,100.0,95.77,102.92,242.426,25.657,257.895,0,0,0,1,0,0,0,-0.6535,-0.0596,0.0087,-0.2268,-0.1,0.1
73,7,1,97.039,550.0,-4190.5561,-496.6049,5485.6963,83.25,99.1,85.36,118.335,0.055,115.196,0,0,0,1,0,1,0,-0.6976,-0.0968,0.0053,-0.1622,-0.1,0.1
73,8,1,128.0505,550.0,-3627.8964,-3974.0831,4352.6167,100.0,96.88,105.3,222.824,11.945,311.8,0,0,0,1,0,0,0,-0.2386,-0.1775,0.078,-0.1871,0.2877,0.1
73,9,1,187.4386,550.0,-41.2699,-6883.7829,-715.5916,100.0,96.97,104.89,0.0,68.844,284.498,1,0,0,1,0,0,0,-0.2696,-0.0702,0.0389,-0.227,0.6526,0.1
74,0,0,216.149,550.0,-5778.1363,-1970.3827,-3260.5173,100.0,96.97,106.86,111.039,115.532,273.343,0,0,0,1,0,0,0,-0.4375,-0.1081,0.0519,-0.208,0.5954,0.1
74,1,0,290.2404,550.0,2051.6514,-4098.2887,-5186.0387,100.0,96.97,106.23,215.523,41.486,235.868,0,0,0,1,0,0,1,-0.3164,-0.1659,0.1372,-0.2763,-0.0917,0.1
74,2,0,31.071,550.0,6090.0527,1635.1656,2852.671,100.0,97.0,100.04,206.147,13.969,321.039,0,0,0,1,0,0,0,-0.5063,-0.1946,-0.0055,-0.0317,0.5701,0.1
74,3,0,107.2126,550.0,-1700.5368,4139.0901,5279.8057,95.19,97.06,98.64,177.797,49.837,272.809,0,0,0,1,0,1,0,-0.5668,-0.1649,0.0106,-0.1204,-0.0858,0.1
74,4,0,148.2373,550.0,-5675.5787,2687.4177,2909.6105,100.0,97.06,106.37,120.275,100.58,265.033,0,0,0,1,0,0,0,-0.561,-0.0645,-0.0219,-0.1516,0.5956,0.1
74,5,1,254.4889,550.0,3840.6028,-2187.0734,-5326.0418,100.0,97.06,105.96,178.963,51.322,297.063,0,0,0,1,0,0,0,-0.7463,-0.0957,0.0259,-0.1062,0.1955,0.1
74,6,1,340.2384,550.0,1959.7586,6369.2245,-1868.8408,100.0,95.77,103.35,238.574,27.038,253.586,0,0,0,1,0,0,0,-0.6531,-0.0565,0.0058,-0.2282,-0.1,0.1
74,7,1,96.087,550.0,-4189.2453,-377.256,5496.1934,82.45,99.1,84.58,111.725,0.962,115.814,0,0,0,0,0,1,0,-0.6695,-0.112,0.0152,-0.1593,0.0,1.0
74,8,1,126.8317,550.0,-3676.1646,-3848.8247,4424.0935,100.0,96.88,105.74,219.433,12.386,309.085,0,0,0,1,0,0,0,-0.2264,-0.1803,0.0788,-0.1876,0.2721,0.1
74,9,1,185.4443,550.0,-195.0651,-6898.3453,-524.4266,100.0,96.97,105.32,0.0,70.902,280.661,1,0,0,1,0,0,0,-0.2594,-0.0672,0.0375,-0.2287,0.6522,0.1
75,0,0,214.1479,550.0,-5908.7354,-1833.1564,-3102.6802,100.0,96.97,107.3,104.778,118.697,269.17,0,0,0,1,0,0,0,-0.4309,-0.1072,0.051,-0.2104,0.5954,0.1
75,1,0,288.2393,550.0,1815.4118,-4128.6458,-5249.6481,100.0,96.97,106.68,211.525,43.305,231.011,0,0,0,1,0,0,1,-0.3217,-0.1628,0.1359,-0.2785,-0.1,0.1
75,2,0,30.3424,550.0,6132.7726,1578.8562,2792.2311,100.0,97.0,100.46,201.713,14.191,319.625,0,0,0,1,0,0,0,-0.4982,-0.1941,-0.0069,-0.0325,0.5565,0.1
75,3,0,106.7975,550.0,-1647.2241,4145.6919,5291.5152,94.4,97.06,97.86,172.653,50.755,270.608,0,0,0,1,0,1,0,-0.566,-0.1645,0.0075,-0.1199,-0.1,0.1
75,4,0,146.5802,550.0,-5556.2653,2785.7521,3044.2967,100.0,97.06,106.79,115.273,102.321,261.205,0,0,0,1,0,0,0,-0.5596,-0.0639,-0.0234,-0.1528,0.5784,0.1
75,5,1,252.4878,550.0,3776.8135,-2418.7991,-5271.1793,100.0,97.06,106.39,174.44,52.729,294.659,0,0,0,1,0,0,0,-0.7449,-0.0951,0.0259,-0.1085,0.185,0.1
75,6,1,338.761,550.0,2061.9241,6295.9809,-2002.3324,100.0,95.77,103.78,234.695,28.421,249.162,0,0,0,1,0,0,0,-0.6524,-0.0535,0.0028,-0.2296,-0.1,0.1
75,7,1,94.4401,550.0,-4183.463,-174.1138,5510.7679,80.56,98.98,85.81,105.059,1.875,116.354,0,0,0,1,0,1,0,-0.6718,-0.1125,0.0118,-0.1586,-10.0,0.1
75,8,1,125.649,550.0,-3721.2695,-3725.3753,4491.5446,100.0,96.88,106.19,215.95,12.868,306.275,0,0,0,1,0,0,0,-0.2141,-0.1829,0.0795,-0.1881,0.2559,0.1
75,9,1,183.4547,550.0,-348.3067,-6904.2004,-333.077,100.0,96.97,105.75,0.0,72.978,276.707,1,0,0,1,0,0,0,-0.2492,-0.0642,0.036,-0.2304,0.6517,0.1
76,0,0,212.1469,550.0,-6031.8155,-1693.4033,-2941.0589,100.0,96.97,107.73,98.463,121.887,264.89,0,0,0,1,0,0,0,-0.4241,-0.1062,0.0502,-0.2128,0.5954,0.1
76,1,0,286.2383,550.0,1576.8967,-4153.424,-5306.8547,100.0,96.97,107.14,207.448,45.19,226.014,0,0,0,1,0,0,1,-0.3271,-0.1597,0.1346,-0.2808,-0.1,0.1
76,2,0,29.6394,550.0,6172.9929,1523.9471,2733.4931,100.0,97.0,100.89,197.165,14.415,318.207,0,0,0,1,0,0,0,-0.5611,-0.2271,0.0032,-0.0083,0.5421,0.1
76,3,0,106.424,550.0,-1598.6782,4151.5315,5301.8162,93.6,97.06,97.09,167.427,51.672,268.355,0,0,0,1,0,1,0,-0.5713,-0.1615,-0.0029,-0.1024,-0.1,0.1
76,4,0,144.9504,550.0,-5434.1154,2880.0279,3174.2826,100.0,97.06,107.21,110.234,104.063,257.29,0,0,0,1,0,0,0,-0.5337,-0.0743,0.001,-0.1768,0.5598,0.1
76,5,1,250.4867,550.0,3707.8906,-2647.4244,-5209.8879,100.0,97.06,106.81,169.869,54.15,292.199,0,0,0,1,0,0,0,-0.7434,-0.0944,0.0259,-0.1108,0.1745,0.1
76,6,1,337.279,550.0,2162.8405,6218.0805,-2134.9091,100.0,95.77,104.22,230.78,29.818,244.616,0,0,0,1,0,0,0,-0.5837,-0.073,0.0279,-0.2456,-0.1,0.1
76,7,1,92.8361,550.0,-4174.0617,23.9855,5520.5864,79.76,98.98,85.04,98.369,2.805,116.798,0,0,0,1,0,1,0,-0.5411,-0.0486,0.0349,-0.1895,-0.1,0.1
76,8,1,124.5027,550.0,-3763.3306,-3603.9874,4555.0915,100.0,96.88,106.63,212.365,13.391,303.382,0,0,0,1,0,0,0,-0.3192,-0.2036,0.0839,-0.1671,0.239,0.1
76,9,1,181.471,550.0,-500.7043,-6901.4058,-141.8938,100.0,96.97,106.17,0.0,75.071,272.638,1,0,0,1,0,0,0,-0.2392,-0.0613,0.0346,-0.232,0.6508,0.1
77,0,0,210.1458,550.0,-6147.2211,-1551.3115,-2775.8505,100.0,96.97,108.17,92.097,125.102,260.503,0,0,0,1,0,0,0,-0.4171,-0.1052,0.0493,-0.2152,0.5954,0.1
77,1,0,284.2372,550.0,1336.4096,-4172.5881,-5357.5889,100.0,96.97,107.6,203.292,47.143,220.875,0,0,0,1,0,0,1,-0.3324,-0.1566,0.1333,-0.2831,-0.1,0.1
77,2,0,28.9617,550.0,6210.8341,1470.454,2676.4801,100.0,97.0,101.31,192.504,14.64,316.784,0,0,0,1,0,0,0,-0.553,-0.2269,0.0018,-0.0094,0.5269,0.1
77,3,0,106.092,550.0,-1554.9341,4156.6837,5310.7817,92.76,97.06,96.34,162.078,52.655,266.042,0,0,0,1,0,1,0,-0.1322,-0.2475,0.1335,-0.1229,-0.1,0.1
77,4,0,143.3486,550.0,-5309.5254,2970.2376,3299.5257,100.0,97.06,107.64,105.159,105.804,253.285,0,0,0,1,0,0,0,-0.5317,-0.0737,-0.0005,-0.1782,0.5399,0.1
77,5,1,248.4857,550.0,3633.9256,-2872.6592,-5142.2422,100.0,97.06,107.23,165.251,55.583,289.683,0,0,0,1,0,0,0,-0.7417,-0.0937,0.0259,-0.1132,0.1641,0.1
77,6,1,335.7914,550.0,2262.4677,6135.4921,-2266.5431,100.0,95.77,104.65,226.83,31.228,239.946,0,0,0,1,0,0,0,-0.5842,-0.0697,0.0256,-0.2466,-0.1,0.1
77,7,1,91.275,550.0,-4161.3301,216.8667,5525.9878,78.97,98.98,84.27,91.654,3.752,117.149,0,0,0,0,0,1,0,-0.5456,-0.0499,0.0329,-0.1879,0.0,1.0
